dataset,modification,percentage,method,metric,value
Dancer 03,betweenness asc,0.8,Label Propagation,NMI,0.4194724289731004
Dancer 03,betweenness asc,0.8,Louvain,P,578.0
Dancer 03,betweenness asc,0.8,Louvain,P*/P,0.00865051903114187
Dancer 03,betweenness asc,0.8,Louvain,Modularity,0.7036569667014725
Dancer 03,betweenness asc,0.8,Louvain,NMI,0.4133045707283192
Dancer 03,betweenness desc,0.8,Louvain-igraph,P,1141.0
Dancer 03,betweenness desc,0.8,Louvain-igraph,P*/P,0.0043821209465381246
Dancer 03,betweenness desc,0.8,Louvain-igraph,Modularity,0.7889043079126078
Dancer 03,betweenness desc,0.8,Louvain-igraph,NMI,0.443496366733901
Dancer 03,betweenness desc,0.8,Fastgreedy,P,1141.0
Dancer 03,betweenness desc,0.8,Fastgreedy,P*/P,0.0043821209465381246
Dancer 03,betweenness desc,0.8,Fastgreedy,Modularity,0.7888549551509805
Dancer 03,betweenness desc,0.8,Fastgreedy,NMI,0.4437318819254918
Dancer 03,betweenness desc,0.8,Infomap,P,1221.0
Dancer 03,betweenness desc,0.8,Infomap,P*/P,0.004095004095004095
Dancer 03,betweenness desc,0.8,Infomap,Modularity,0.7555677330185775
Dancer 03,betweenness desc,0.8,Infomap,NMI,0.4100102557275871
Dancer 03,betweenness desc,0.8,Label Propagation,P,1143.0
Dancer 03,betweenness desc,0.8,Label Propagation,P*/P,0.004374453193350831
Dancer 03,betweenness desc,0.8,Label Propagation,Modularity,0.7883107619409966
Dancer 03,betweenness desc,0.8,Label Propagation,NMI,0.4436706407303392
Dancer 03,betweenness desc,0.8,Louvain,P,1141.0
Dancer 03,betweenness desc,0.8,Louvain,P*/P,0.0043821209465381246
Dancer 03,betweenness desc,0.8,Louvain,Modularity,0.7889043079126078
Dancer 03,betweenness desc,0.8,Louvain,NMI,0.44349636673390114
Dancer 03,betweenness asc,0.9,Louvain-igraph,P,989.0
Dancer 03,betweenness asc,0.9,Louvain-igraph,P*/P,0.005055611729019211
Dancer 03,betweenness asc,0.9,Louvain-igraph,Modularity,0.7259327885246454
Dancer 03,betweenness asc,0.9,Louvain-igraph,NMI,0.37266290474397007
Dancer 03,betweenness asc,0.9,Fastgreedy,P,999.0
Dancer 03,betweenness asc,0.9,Fastgreedy,P*/P,0.005005005005005005
Dancer 03,betweenness asc,0.9,Fastgreedy,Modularity,0.7377206140801074
Dancer 03,betweenness asc,0.9,Fastgreedy,NMI,0.3788994786756591
Dancer 03,betweenness asc,0.9,Infomap,P,1113.0
Dancer 03,betweenness asc,0.9,Infomap,P*/P,0.004492362982929021
Dancer 03,betweenness asc,0.9,Infomap,Modularity,0.5664319968956933
Dancer 03,betweenness asc,0.9,Infomap,NMI,0.3276999482224959
Dancer 03,betweenness asc,0.9,Label Propagation,P,1051.0
Dancer 03,betweenness asc,0.9,Label Propagation,P*/P,0.004757373929590866
Dancer 03,betweenness asc,0.9,Label Propagation,Modularity,0.6491878415746718
Dancer 03,betweenness asc,0.9,Label Propagation,NMI,0.3518667051031895
Dancer 03,betweenness asc,0.9,Louvain,P,987.0
Dancer 03,betweenness asc,0.9,Louvain,P*/P,0.005065856129685917
Dancer 03,betweenness asc,0.9,Louvain,Modularity,0.7295843520307064
Dancer 03,betweenness asc,0.9,Louvain,NMI,0.3857998123063499
Dancer 03,betweenness desc,0.9,Louvain-igraph,P,1485.0
Dancer 03,betweenness desc,0.9,Louvain-igraph,P*/P,0.003367003367003367
Dancer 03,betweenness desc,0.9,Louvain-igraph,Modularity,0.7906854900167649
Dancer 03,betweenness desc,0.9,Louvain-igraph,NMI,0.3963819559566419
Dancer 03,betweenness desc,0.9,Fastgreedy,P,1484.0
Dancer 03,betweenness desc,0.9,Fastgreedy,P*/P,0.0033692722371967657
Dancer 03,betweenness desc,0.9,Fastgreedy,Modularity,0.7906656604113974
Dancer 03,betweenness desc,0.9,Fastgreedy,NMI,0.39674590077185545
Dancer 03,betweenness desc,0.9,Infomap,P,1534.0
Dancer 03,betweenness desc,0.9,Infomap,P*/P,0.003259452411994785
Dancer 03,betweenness desc,0.9,Infomap,Modularity,0.7560272279922474
Dancer 03,betweenness desc,0.9,Infomap,NMI,0.37832895176869724
Dancer 03,betweenness desc,0.9,Label Propagation,P,1483.0
Dancer 03,betweenness desc,0.9,Label Propagation,P*/P,0.0033715441672285905
Dancer 03,betweenness desc,0.9,Label Propagation,Modularity,0.7892356931341347
Dancer 03,betweenness desc,0.9,Label Propagation,NMI,0.39728094058693847
Dancer 03,betweenness desc,0.9,Louvain,P,1484.0
Dancer 03,betweenness desc,0.9,Louvain,P*/P,0.0033692722371967657
Dancer 03,betweenness desc,0.9,Louvain,Modularity,0.7906656604113974
Dancer 03,betweenness desc,0.9,Louvain,NMI,0.3967459007718554
Cora,random asc,0.0,Louvain-igraph,P,103.0
Cora,random asc,0.0,Louvain-igraph,P*/P,0.06796116504854369
Cora,random asc,0.0,Louvain-igraph,Modularity,0.8161453571712127
Cora,random asc,0.0,Louvain-igraph,NMI,0.44700494968468324
Cora,random asc,0.0,Fastgreedy,P,104.0
Cora,random asc,0.0,Fastgreedy,P*/P,0.0673076923076923
Cora,random asc,0.0,Fastgreedy,Modularity,0.807549723799345
Cora,random asc,0.0,Fastgreedy,NMI,0.46534081021525664
Cora,random asc,0.0,Infomap,P,322.0
Cora,random asc,0.0,Infomap,P*/P,0.021739130434782608
Cora,random asc,0.0,Infomap,Modularity,0.7168791831967486
Cora,random asc,0.0,Infomap,NMI,0.4129132921037698
Cora,random asc,0.0,Label Propagation,P,244.0
Cora,random asc,0.0,Label Propagation,P*/P,0.028688524590163935
Cora,random asc,0.0,Label Propagation,Modularity,0.7451214016413037
Cora,random asc,0.0,Label Propagation,NMI,0.42150319612278897
Cora,random asc,0.0,Louvain,P,106.0
Cora,random asc,0.0,Louvain,P*/P,0.0660377358490566
Cora,random asc,0.0,Louvain,Modularity,0.8172838026851401
Cora,random asc,0.0,Louvain,NMI,0.4584445798174162
Cora,random asc,0.1,Louvain-igraph,P,162.0
Cora,random asc,0.1,Louvain-igraph,P*/P,0.043209876543209874
Cora,random asc,0.1,Louvain-igraph,Modularity,0.8189178265586626
Cora,random asc,0.1,Louvain-igraph,NMI,0.4370239539457979
Cora,random asc,0.1,Fastgreedy,P,167.0
Cora,random asc,0.1,Fastgreedy,P*/P,0.041916167664670656
Cora,random asc,0.1,Fastgreedy,Modularity,0.8151916837147031
Cora,random asc,0.1,Fastgreedy,NMI,0.448116274239191
Cora,random asc,0.1,Infomap,P,375.0
Cora,random asc,0.1,Infomap,P*/P,0.018666666666666668
Cora,random asc,0.1,Infomap,Modularity,0.7303889229847192
Cora,random asc,0.1,Infomap,NMI,0.41218655431502993
Cora,random asc,0.1,Label Propagation,P,310.0
Cora,random asc,0.1,Label Propagation,P*/P,0.02258064516129032
Cora,random asc,0.1,Label Propagation,Modularity,0.7512741559775755
Cora,random asc,0.1,Label Propagation,NMI,0.4108540500421507
Cora,random asc,0.1,Louvain,P,161.0
Cora,random asc,0.1,Louvain,P*/P,0.043478260869565216
Cora,random asc,0.1,Louvain,Modularity,0.8208335627842636
Cora,random asc,0.1,Louvain,NMI,0.42935474508046384
Cora,random asc,0.2,Louvain-igraph,P,241.0
Cora,random asc,0.2,Louvain-igraph,P*/P,0.029045643153526972
Cora,random asc,0.2,Louvain-igraph,Modularity,0.8304266595057003
Cora,random asc,0.2,Louvain-igraph,NMI,0.42287442193941255
Cora,random asc,0.2,Fastgreedy,P,244.0
Cora,random asc,0.2,Fastgreedy,P*/P,0.028688524590163935
Cora,random asc,0.2,Fastgreedy,Modularity,0.8300777139766976
Cora,random asc,0.2,Fastgreedy,NMI,0.44945949693232845
Cora,random asc,0.2,Infomap,P,454.0
Cora,random asc,0.2,Infomap,P*/P,0.015418502202643172
Cora,random asc,0.2,Infomap,Modularity,0.7360221185372909
Cora,random asc,0.2,Infomap,NMI,0.40033466307203397
Cora,random asc,0.2,Label Propagation,P,372.0
Cora,random asc,0.2,Label Propagation,P*/P,0.01881720430107527
Cora,random asc,0.2,Label Propagation,Modularity,0.7710294633276051
Cora,random asc,0.2,Label Propagation,NMI,0.41480355013681663
Cora,random asc,0.2,Louvain,P,241.0
Cora,random asc,0.2,Louvain,P*/P,0.029045643153526972
Cora,random asc,0.2,Louvain,Modularity,0.8324623806944659
Cora,random asc,0.2,Louvain,NMI,0.4344091402040067
Cora,random asc,0.30000000000000004,Louvain-igraph,P,346.0
Cora,random asc,0.30000000000000004,Louvain-igraph,P*/P,0.02023121387283237
Cora,random asc,0.30000000000000004,Louvain-igraph,Modularity,0.843105136041283
Cora,random asc,0.30000000000000004,Louvain-igraph,NMI,0.41476133951576327
Cora,random asc,0.30000000000000004,Fastgreedy,P,353.0
Cora,random asc,0.30000000000000004,Fastgreedy,P*/P,0.019830028328611898
Cora,random asc,0.30000000000000004,Fastgreedy,Modularity,0.8462726758355777
Cora,random asc,0.30000000000000004,Fastgreedy,NMI,0.40657265744365007
Cora,random asc,0.30000000000000004,Infomap,P,565.0
Cora,random asc,0.30000000000000004,Infomap,P*/P,0.012389380530973451
Cora,random asc,0.30000000000000004,Infomap,Modularity,0.7482231593364873
Cora,random asc,0.30000000000000004,Infomap,NMI,0.3950644729279586
Cora,random asc,0.30000000000000004,Label Propagation,P,501.0
Cora,random asc,0.30000000000000004,Label Propagation,P*/P,0.013972055888223553
Cora,random asc,0.30000000000000004,Label Propagation,Modularity,0.771903113046379
Cora,random asc,0.30000000000000004,Label Propagation,NMI,0.40217443620619775
Cora,random asc,0.30000000000000004,Louvain,P,349.0
Cora,random asc,0.30000000000000004,Louvain,P*/P,0.02005730659025788
Cora,random asc,0.30000000000000004,Louvain,Modularity,0.8457024725289847
Cora,random asc,0.30000000000000004,Louvain,NMI,0.4063729345234179
Cora,random asc,0.4,Louvain-igraph,P,490.0
Cora,random asc,0.4,Louvain-igraph,P*/P,0.014285714285714285
Cora,random asc,0.4,Louvain-igraph,Modularity,0.8640631516460459
Cora,random asc,0.4,Louvain-igraph,NMI,0.3941913618466292
Cora,random asc,0.4,Fastgreedy,P,495.0
Cora,random asc,0.4,Fastgreedy,P*/P,0.014141414141414142
Cora,random asc,0.4,Fastgreedy,Modularity,0.8652059858289564
Cora,random asc,0.4,Fastgreedy,NMI,0.4082827550471832
Cora,random asc,0.4,Infomap,P,682.0
Cora,random asc,0.4,Infomap,P*/P,0.010263929618768328
Cora,random asc,0.4,Infomap,Modularity,0.7721390535827458
Cora,random asc,0.4,Infomap,NMI,0.3919406927549587
Cora,random asc,0.4,Label Propagation,P,640.0
Cora,random asc,0.4,Label Propagation,P*/P,0.0109375
Cora,random asc,0.4,Label Propagation,Modularity,0.7857707597761058
Cora,random asc,0.4,Label Propagation,NMI,0.39367985760332874
Cora,random asc,0.4,Louvain,P,486.0
Cora,random asc,0.4,Louvain,P*/P,0.01440329218106996
Cora,random asc,0.4,Louvain,Modularity,0.8625281894944208
Cora,random asc,0.4,Louvain,NMI,0.38600382694390867
Cora,random asc,0.5,Louvain-igraph,P,691.0
Cora,random asc,0.5,Louvain-igraph,P*/P,0.010130246020260492
Cora,random asc,0.5,Louvain-igraph,Modularity,0.8831434536116222
Cora,random asc,0.5,Louvain-igraph,NMI,0.3835484212502942
Cora,random asc,0.5,Fastgreedy,P,692.0
Cora,random asc,0.5,Fastgreedy,P*/P,0.010115606936416185
Cora,random asc,0.5,Fastgreedy,Modularity,0.883092192332884
Cora,random asc,0.5,Fastgreedy,NMI,0.3820298963026184
Cora,random asc,0.5,Infomap,P,869.0
Cora,random asc,0.5,Infomap,P*/P,0.00805523590333717
Cora,random asc,0.5,Infomap,Modularity,0.8014487700954552
Cora,random asc,0.5,Infomap,NMI,0.3847720699580838
Cora,random asc,0.5,Label Propagation,P,822.0
Cora,random asc,0.5,Label Propagation,P*/P,0.00851581508515815
Cora,random asc,0.5,Label Propagation,Modularity,0.8070906697149575
Cora,random asc,0.5,Label Propagation,NMI,0.37786094745875354
Cora,random asc,0.5,Louvain,P,690.0
Cora,random asc,0.5,Louvain,P*/P,0.010144927536231883
Cora,random asc,0.5,Louvain,Modularity,0.8830913307987881
Cora,random asc,0.5,Louvain,NMI,0.38336572479093284
Cora,random asc,0.6000000000000001,Louvain-igraph,P,934.0
Cora,random asc,0.6000000000000001,Louvain-igraph,P*/P,0.007494646680942184
Cora,random asc,0.6000000000000001,Louvain-igraph,Modularity,0.911196369770142
Cora,random asc,0.6000000000000001,Louvain-igraph,NMI,0.3840003607477574
Cora,random asc,0.6000000000000001,Fastgreedy,P,939.0
Cora,random asc,0.6000000000000001,Fastgreedy,P*/P,0.007454739084132056
Cora,random asc,0.6000000000000001,Fastgreedy,Modularity,0.9115072062959108
Cora,random asc,0.6000000000000001,Fastgreedy,NMI,0.3878255182703282
Cora,random asc,0.6000000000000001,Infomap,P,1091.0
Cora,random asc,0.6000000000000001,Infomap,P*/P,0.006416131989000917
Cora,random asc,0.6000000000000001,Infomap,Modularity,0.8307411607194091
Cora,random asc,0.6000000000000001,Infomap,NMI,0.3839684093664436
Cora,random asc,0.6000000000000001,Label Propagation,P,1066.0
Cora,random asc,0.6000000000000001,Label Propagation,P*/P,0.006566604127579738
Cora,random asc,0.6000000000000001,Label Propagation,Modularity,0.8401238727832293
Cora,random asc,0.6000000000000001,Label Propagation,NMI,0.3886016855808773
Cora,random asc,0.6000000000000001,Louvain,P,939.0
Cora,random asc,0.6000000000000001,Louvain,P*/P,0.007454739084132056
Cora,random asc,0.6000000000000001,Louvain,Modularity,0.9113390653696029
Cora,random asc,0.6000000000000001,Louvain,NMI,0.3869712415534969
Cora,random asc,0.7000000000000001,Louvain-igraph,P,1252.0
Cora,random asc,0.7000000000000001,Louvain-igraph,P*/P,0.005591054313099041
Cora,random asc,0.7000000000000001,Louvain-igraph,Modularity,0.9444679592643673
Cora,random asc,0.7000000000000001,Louvain-igraph,NMI,0.36476925378262853
Cora,random asc,0.7000000000000001,Fastgreedy,P,1256.0
Cora,random asc,0.7000000000000001,Fastgreedy,P*/P,0.005573248407643312
Cora,random asc,0.7000000000000001,Fastgreedy,Modularity,0.943794000612189
Cora,random asc,0.7000000000000001,Fastgreedy,NMI,0.367711428350304
Cora,random asc,0.7000000000000001,Infomap,P,1360.0
Cora,random asc,0.7000000000000001,Infomap,P*/P,0.005147058823529412
Cora,random asc,0.7000000000000001,Infomap,Modularity,0.8825791453040562
Cora,random asc,0.7000000000000001,Infomap,NMI,0.3811168480098108
Cora,random asc,0.7000000000000001,Label Propagation,P,1359.0
Cora,random asc,0.7000000000000001,Label Propagation,P*/P,0.0051508462104488595
Cora,random asc,0.7000000000000001,Label Propagation,Modularity,0.8793245348051288
Cora,random asc,0.7000000000000001,Label Propagation,NMI,0.3772823603368747
Cora,random asc,0.7000000000000001,Louvain,P,1253.0
Cora,random asc,0.7000000000000001,Louvain,P*/P,0.00558659217877095
Cora,random asc,0.7000000000000001,Louvain,Modularity,0.9439030057519703
Cora,random asc,0.7000000000000001,Louvain,NMI,0.3652250510151071
Cora,random asc,0.8,Louvain-igraph,P,1684.0
Cora,random asc,0.8,Louvain-igraph,P*/P,0.004156769596199525
Cora,random asc,0.8,Louvain-igraph,Modularity,0.972562987832883
Cora,random asc,0.8,Louvain-igraph,NMI,0.37154383859283624
Cora,random asc,0.8,Fastgreedy,P,1684.0
Cora,random asc,0.8,Fastgreedy,P*/P,0.004156769596199525
Cora,random asc,0.8,Fastgreedy,Modularity,0.972562987832883
Cora,random asc,0.8,Fastgreedy,NMI,0.37154383859283624
Cora,random asc,0.8,Infomap,P,1728.0
Cora,random asc,0.8,Infomap,P*/P,0.004050925925925926
Cora,random asc,0.8,Infomap,Modularity,0.9383770230716335
Cora,random asc,0.8,Infomap,NMI,0.3761672913241813
Cora,random asc,0.8,Label Propagation,P,1753.0
Cora,random asc,0.8,Label Propagation,P*/P,0.003993154592127781
Cora,random asc,0.8,Label Propagation,Modularity,0.9149650804924326
Cora,random asc,0.8,Label Propagation,NMI,0.3794694790467548
Cora,random asc,0.8,Louvain,P,1684.0
Cora,random asc,0.8,Louvain,P*/P,0.004156769596199525
Cora,random asc,0.8,Louvain,Modularity,0.9724872123220931
Cora,random asc,0.8,Louvain,NMI,0.3713151115588427
Cora,random asc,0.9,Louvain-igraph,P,2184.0
Cora,random asc,0.9,Louvain-igraph,P*/P,0.003205128205128205
Cora,random asc,0.9,Louvain-igraph,Modularity,0.9867495982552916
Cora,random asc,0.9,Louvain-igraph,NMI,0.37725388633570645
Cora,random asc,0.9,Fastgreedy,P,2184.0
Cora,random asc,0.9,Fastgreedy,P*/P,0.003205128205128205
Cora,random asc,0.9,Fastgreedy,Modularity,0.9867495982552916
Cora,random asc,0.9,Fastgreedy,NMI,0.37725388633570645
Cora,random asc,0.9,Infomap,P,2189.0
Cora,random asc,0.9,Infomap,P*/P,0.0031978072179077205
Cora,random asc,0.9,Infomap,Modularity,0.979747761708
Cora,random asc,0.9,Infomap,NMI,0.37680938135053305
Cora,random asc,0.9,Label Propagation,P,2190.0
Cora,random asc,0.9,Label Propagation,P*/P,0.0031963470319634705
Cora,random asc,0.9,Label Propagation,Modularity,0.975305254247027
Cora,random asc,0.9,Label Propagation,NMI,0.3769728170823597
Cora,random asc,0.9,Louvain,P,2184.0
Cora,random asc,0.9,Louvain,P*/P,0.003205128205128205
Cora,random asc,0.9,Louvain,Modularity,0.9867495982552913
Cora,random asc,0.9,Louvain,NMI,0.3772538863357065
Cora,betweenness asc,0.0,Louvain-igraph,P,103.0
Cora,betweenness asc,0.0,Louvain-igraph,P*/P,0.06796116504854369
Cora,betweenness asc,0.0,Louvain-igraph,Modularity,0.815568093429349
Cora,betweenness asc,0.0,Louvain-igraph,NMI,0.4519178059309402
Cora,betweenness asc,0.0,Fastgreedy,P,104.0
Cora,betweenness asc,0.0,Fastgreedy,P*/P,0.0673076923076923
Cora,betweenness asc,0.0,Fastgreedy,Modularity,0.807549723799345
Cora,betweenness asc,0.0,Fastgreedy,NMI,0.46534081021525664
Cora,betweenness asc,0.0,Infomap,P,320.0
Cora,betweenness asc,0.0,Infomap,P*/P,0.021875
Cora,betweenness asc,0.0,Infomap,Modularity,0.7202952197349846
Cora,betweenness asc,0.0,Infomap,NMI,0.41377763026073233
Cora,betweenness asc,0.0,Label Propagation,P,234.0
Cora,betweenness asc,0.0,Label Propagation,P*/P,0.029914529914529916
Cora,betweenness asc,0.0,Label Propagation,Modularity,0.7539237314018077
Cora,betweenness asc,0.0,Label Propagation,NMI,0.4339085129268331
Cora,betweenness asc,0.0,Louvain,P,103.0
Cora,betweenness asc,0.0,Louvain,P*/P,0.06796116504854369
Cora,betweenness asc,0.0,Louvain,Modularity,0.81419904395561
Cora,betweenness asc,0.0,Louvain,NMI,0.4587116307465617
Cora,betweenness desc,0.0,Louvain-igraph,P,105.0
Cora,betweenness desc,0.0,Louvain-igraph,P*/P,0.06666666666666667
Cora,betweenness desc,0.0,Louvain-igraph,Modularity,0.8146447263128703
Cora,betweenness desc,0.0,Louvain-igraph,NMI,0.45619636600830443
Cora,betweenness desc,0.0,Fastgreedy,P,104.0
Cora,betweenness desc,0.0,Fastgreedy,P*/P,0.0673076923076923
Cora,betweenness desc,0.0,Fastgreedy,Modularity,0.807549723799345
Cora,betweenness desc,0.0,Fastgreedy,NMI,0.46534081021525664
Cora,betweenness desc,0.0,Infomap,P,318.0
Cora,betweenness desc,0.0,Infomap,P*/P,0.0220125786163522
Cora,betweenness desc,0.0,Infomap,Modularity,0.7210911515996995
Cora,betweenness desc,0.0,Infomap,NMI,0.414459777280752
Cora,betweenness desc,0.0,Label Propagation,P,243.0
Cora,betweenness desc,0.0,Label Propagation,P*/P,0.02880658436213992
Cora,betweenness desc,0.0,Label Propagation,Modularity,0.7425472275042991
Cora,betweenness desc,0.0,Label Propagation,NMI,0.42395513981319527
Cora,betweenness desc,0.0,Louvain,P,101.0
Cora,betweenness desc,0.0,Louvain,P*/P,0.06930693069306931
Cora,betweenness desc,0.0,Louvain,Modularity,0.8137518180164268
Cora,betweenness desc,0.0,Louvain,NMI,0.45036799176393305
Cora,betweenness asc,0.1,Louvain-igraph,P,155.0
Cora,betweenness asc,0.1,Louvain-igraph,P*/P,0.04516129032258064
Cora,betweenness asc,0.1,Louvain-igraph,Modularity,0.8242602195525316
Cora,betweenness asc,0.1,Louvain-igraph,NMI,0.4306557586064617
Cora,betweenness asc,0.1,Fastgreedy,P,158.0
Cora,betweenness asc,0.1,Fastgreedy,P*/P,0.04430379746835443
Cora,betweenness asc,0.1,Fastgreedy,Modularity,0.8182579603819776
Cora,betweenness asc,0.1,Fastgreedy,NMI,0.46148864027973857
Cora,betweenness asc,0.1,Infomap,P,362.0
Cora,betweenness asc,0.1,Infomap,P*/P,0.019337016574585635
Cora,betweenness asc,0.1,Infomap,Modularity,0.7330524218920613
Cora,betweenness asc,0.1,Infomap,NMI,0.4121093677291666
Cora,betweenness asc,0.1,Label Propagation,P,286.0
Cora,betweenness asc,0.1,Label Propagation,P*/P,0.024475524475524476
Cora,betweenness asc,0.1,Label Propagation,Modularity,0.7610878627907203
Cora,betweenness asc,0.1,Label Propagation,NMI,0.4141331152107504
Cora,betweenness asc,0.1,Louvain,P,153.0
Cora,betweenness asc,0.1,Louvain,P*/P,0.0457516339869281
Cora,betweenness asc,0.1,Louvain,Modularity,0.8250591296713109
Cora,betweenness asc,0.1,Louvain,NMI,0.44290293873416975
Cora,betweenness desc,0.1,Louvain-igraph,P,161.0
Cora,betweenness desc,0.1,Louvain-igraph,P*/P,0.043478260869565216
Cora,betweenness desc,0.1,Louvain-igraph,Modularity,0.8438763802996442
Cora,betweenness desc,0.1,Louvain-igraph,NMI,0.4378838568160814
Cora,betweenness desc,0.1,Fastgreedy,P,164.0
Cora,betweenness desc,0.1,Fastgreedy,P*/P,0.042682926829268296
Cora,betweenness desc,0.1,Fastgreedy,Modularity,0.841782790989596
Cora,betweenness desc,0.1,Fastgreedy,NMI,0.45325310227134213
Cora,betweenness desc,0.1,Infomap,P,367.0
Cora,betweenness desc,0.1,Infomap,P*/P,0.01907356948228883
Cora,betweenness desc,0.1,Infomap,Modularity,0.7526815854739679
Cora,betweenness desc,0.1,Infomap,NMI,0.40824027345508423
Cora,betweenness desc,0.1,Label Propagation,P,310.0
Cora,betweenness desc,0.1,Label Propagation,P*/P,0.02258064516129032
Cora,betweenness desc,0.1,Label Propagation,Modularity,0.7676095486616346
Cora,betweenness desc,0.1,Label Propagation,NMI,0.4188694207343418
Cora,betweenness desc,0.1,Louvain,P,161.0
Cora,betweenness desc,0.1,Louvain,P*/P,0.043478260869565216
Cora,betweenness desc,0.1,Louvain,Modularity,0.8444294327295108
Cora,betweenness desc,0.1,Louvain,NMI,0.42071057722001703
Cora,betweenness asc,0.2,Louvain-igraph,P,234.0
Cora,betweenness asc,0.2,Louvain-igraph,P*/P,0.029914529914529916
Cora,betweenness asc,0.2,Louvain-igraph,Modularity,0.8385138352163999
Cora,betweenness asc,0.2,Louvain-igraph,NMI,0.42892957054043884
Cora,betweenness asc,0.2,Fastgreedy,P,238.0
Cora,betweenness asc,0.2,Fastgreedy,P*/P,0.029411764705882353
Cora,betweenness asc,0.2,Fastgreedy,Modularity,0.8365129356849551
Cora,betweenness asc,0.2,Fastgreedy,NMI,0.4232940132161471
Cora,betweenness asc,0.2,Infomap,P,442.0
Cora,betweenness asc,0.2,Infomap,P*/P,0.01583710407239819
Cora,betweenness asc,0.2,Infomap,Modularity,0.7388390560381352
Cora,betweenness asc,0.2,Infomap,NMI,0.40072138179614786
Cora,betweenness asc,0.2,Label Propagation,P,391.0
Cora,betweenness asc,0.2,Label Propagation,P*/P,0.017902813299232736
Cora,betweenness asc,0.2,Label Propagation,Modularity,0.755359885753559
Cora,betweenness asc,0.2,Label Propagation,NMI,0.41102735179003524
Cora,betweenness asc,0.2,Louvain,P,238.0
Cora,betweenness asc,0.2,Louvain,P*/P,0.029411764705882353
Cora,betweenness asc,0.2,Louvain,Modularity,0.838294055045915
Cora,betweenness asc,0.2,Louvain,NMI,0.42526435179580174
Cora,betweenness desc,0.2,Louvain-igraph,P,239.0
Cora,betweenness desc,0.2,Louvain-igraph,P*/P,0.029288702928870293
Cora,betweenness desc,0.2,Louvain-igraph,Modularity,0.8749797644676501
Cora,betweenness desc,0.2,Louvain-igraph,NMI,0.4330711285065741
Cora,betweenness desc,0.2,Fastgreedy,P,245.0
Cora,betweenness desc,0.2,Fastgreedy,P*/P,0.02857142857142857
Cora,betweenness desc,0.2,Fastgreedy,Modularity,0.8726162094310113
Cora,betweenness desc,0.2,Fastgreedy,NMI,0.4444439263532024
Cora,betweenness desc,0.2,Infomap,P,433.0
Cora,betweenness desc,0.2,Infomap,P*/P,0.016166281755196306
Cora,betweenness desc,0.2,Infomap,Modularity,0.7848183069283988
Cora,betweenness desc,0.2,Infomap,NMI,0.4051627177735975
Cora,betweenness desc,0.2,Label Propagation,P,386.0
Cora,betweenness desc,0.2,Label Propagation,P*/P,0.018134715025906734
Cora,betweenness desc,0.2,Label Propagation,Modularity,0.8055136701920218
Cora,betweenness desc,0.2,Label Propagation,NMI,0.4100281156008423
Cora,betweenness desc,0.2,Louvain,P,238.0
Cora,betweenness desc,0.2,Louvain,P*/P,0.029411764705882353
Cora,betweenness desc,0.2,Louvain,Modularity,0.8741550070655388
Cora,betweenness desc,0.2,Louvain,NMI,0.4360094462300128
Cora,betweenness asc,0.30000000000000004,Louvain-igraph,P,335.0
Cora,betweenness asc,0.30000000000000004,Louvain-igraph,P*/P,0.020895522388059702
Cora,betweenness asc,0.30000000000000004,Louvain-igraph,Modularity,0.8466431065642993
Cora,betweenness asc,0.30000000000000004,Louvain-igraph,NMI,0.3992860843358849
Cora,betweenness asc,0.30000000000000004,Fastgreedy,P,340.0
Cora,betweenness asc,0.30000000000000004,Fastgreedy,P*/P,0.020588235294117647
Cora,betweenness asc,0.30000000000000004,Fastgreedy,Modularity,0.8413436948954568
Cora,betweenness asc,0.30000000000000004,Fastgreedy,NMI,0.40935924313572797
Cora,betweenness asc,0.30000000000000004,Infomap,P,540.0
Cora,betweenness asc,0.30000000000000004,Infomap,P*/P,0.012962962962962963
Cora,betweenness asc,0.30000000000000004,Infomap,Modularity,0.7585569132115442
Cora,betweenness asc,0.30000000000000004,Infomap,NMI,0.39443000864196864
Cora,betweenness asc,0.30000000000000004,Label Propagation,P,492.0
Cora,betweenness asc,0.30000000000000004,Label Propagation,P*/P,0.014227642276422764
Cora,betweenness asc,0.30000000000000004,Label Propagation,Modularity,0.7701785867967018
Cora,betweenness asc,0.30000000000000004,Label Propagation,NMI,0.4032651813335381
Cora,betweenness asc,0.30000000000000004,Louvain,P,335.0
Cora,betweenness asc,0.30000000000000004,Louvain,P*/P,0.020895522388059702
Cora,betweenness asc,0.30000000000000004,Louvain,Modularity,0.8489086850716262
Cora,betweenness asc,0.30000000000000004,Louvain,NMI,0.4076358713392605
Cora,betweenness desc,0.30000000000000004,Louvain-igraph,P,378.0
Cora,betweenness desc,0.30000000000000004,Louvain-igraph,P*/P,0.018518518518518517
Cora,betweenness desc,0.30000000000000004,Louvain-igraph,Modularity,0.9004234226480995
Cora,betweenness desc,0.30000000000000004,Louvain-igraph,NMI,0.4055755434893037
Cora,betweenness desc,0.30000000000000004,Fastgreedy,P,383.0
Cora,betweenness desc,0.30000000000000004,Fastgreedy,P*/P,0.018276762402088774
Cora,betweenness desc,0.30000000000000004,Fastgreedy,Modularity,0.8992097721933469
Cora,betweenness desc,0.30000000000000004,Fastgreedy,NMI,0.40668293503051517
Cora,betweenness desc,0.30000000000000004,Infomap,P,558.0
Cora,betweenness desc,0.30000000000000004,Infomap,P*/P,0.012544802867383513
