dataset,modification,percentage,method,metric,value
Dancer 01,betweenness desc,0.4,Fastgreedy,NMI,0.5919631440123002
Dancer 01,betweenness desc,0.4,Infomap,P,267.0
Dancer 01,betweenness desc,0.4,Infomap,P*/P,0.02247191011235955
Dancer 01,betweenness desc,0.4,Infomap,Modularity,0.6640598198829389
Dancer 01,betweenness desc,0.4,Infomap,NMI,0.4673873129454863
Dancer 01,betweenness desc,0.4,Label Propagation,P,159.0
Dancer 01,betweenness desc,0.4,Label Propagation,P*/P,0.03773584905660377
Dancer 01,betweenness desc,0.4,Label Propagation,Modularity,0.7272852997172404
Dancer 01,betweenness desc,0.4,Label Propagation,NMI,0.6202101271806975
Dancer 01,betweenness desc,0.4,Louvain,P,166.0
Dancer 01,betweenness desc,0.4,Louvain,P*/P,0.03614457831325301
Dancer 01,betweenness desc,0.4,Louvain,Modularity,0.732664290538636
Dancer 01,betweenness desc,0.4,Louvain,NMI,0.5990290016282557
Dancer 01,betweenness asc,0.5,Louvain-igraph,P,159.0
Dancer 01,betweenness asc,0.5,Louvain-igraph,P*/P,0.03773584905660377
Dancer 01,betweenness asc,0.5,Louvain-igraph,Modularity,0.6809259664684135
Dancer 01,betweenness asc,0.5,Louvain-igraph,NMI,0.5266715227662007
Dancer 01,betweenness asc,0.5,Fastgreedy,P,162.0
Dancer 01,betweenness asc,0.5,Fastgreedy,P*/P,0.037037037037037035
Dancer 01,betweenness asc,0.5,Fastgreedy,Modularity,0.6802955422981617
Dancer 01,betweenness asc,0.5,Fastgreedy,NMI,0.5388024997120284
Dancer 01,betweenness asc,0.5,Infomap,P,285.0
Dancer 01,betweenness asc,0.5,Infomap,P*/P,0.021052631578947368
Dancer 01,betweenness asc,0.5,Infomap,Modularity,0.5966006091324526
Dancer 01,betweenness asc,0.5,Infomap,NMI,0.4247380786029436
Dancer 01,betweenness asc,0.5,Label Propagation,P,163.0
Dancer 01,betweenness asc,0.5,Label Propagation,P*/P,0.03680981595092025
Dancer 01,betweenness asc,0.5,Label Propagation,Modularity,0.635215013860002
Dancer 01,betweenness asc,0.5,Label Propagation,NMI,0.5149882649792185
Dancer 01,betweenness asc,0.5,Louvain,P,160.0
Dancer 01,betweenness asc,0.5,Louvain,P*/P,0.0375
Dancer 01,betweenness asc,0.5,Louvain,Modularity,0.6815684151720307
Dancer 01,betweenness asc,0.5,Louvain,NMI,0.5232313778276023
Dancer 01,betweenness desc,0.5,Louvain-igraph,P,234.0
Dancer 01,betweenness desc,0.5,Louvain-igraph,P*/P,0.02564102564102564
Dancer 01,betweenness desc,0.5,Louvain-igraph,Modularity,0.7536291976678483
Dancer 01,betweenness desc,0.5,Louvain-igraph,NMI,0.5513280454774306
Dancer 01,betweenness desc,0.5,Fastgreedy,P,235.0
Dancer 01,betweenness desc,0.5,Fastgreedy,P*/P,0.02553191489361702
Dancer 01,betweenness desc,0.5,Fastgreedy,Modularity,0.7498749172103962
Dancer 01,betweenness desc,0.5,Fastgreedy,NMI,0.5579276839901468
Dancer 01,betweenness desc,0.5,Infomap,P,340.0
Dancer 01,betweenness desc,0.5,Infomap,P*/P,0.01764705882352941
Dancer 01,betweenness desc,0.5,Infomap,Modularity,0.6807636007147264
Dancer 01,betweenness desc,0.5,Infomap,NMI,0.44468741919901067
Dancer 01,betweenness desc,0.5,Label Propagation,P,232.0
Dancer 01,betweenness desc,0.5,Label Propagation,P*/P,0.02586206896551724
Dancer 01,betweenness desc,0.5,Label Propagation,Modularity,0.7497993146845258
Dancer 01,betweenness desc,0.5,Label Propagation,NMI,0.5557271341370131
Dancer 01,betweenness desc,0.5,Louvain,P,233.0
Dancer 01,betweenness desc,0.5,Louvain,P*/P,0.02575107296137339
Dancer 01,betweenness desc,0.5,Louvain,Modularity,0.7552273203479428
Dancer 01,betweenness desc,0.5,Louvain,NMI,0.5586116469114901
Dancer 01,betweenness asc,0.6000000000000001,Louvain-igraph,P,247.0
Dancer 01,betweenness asc,0.6000000000000001,Louvain-igraph,P*/P,0.024291497975708502
Dancer 01,betweenness asc,0.6000000000000001,Louvain-igraph,Modularity,0.6962924738526147
Dancer 01,betweenness asc,0.6000000000000001,Louvain-igraph,NMI,0.47701041993715393
Dancer 01,betweenness asc,0.6000000000000001,Fastgreedy,P,253.0
Dancer 01,betweenness asc,0.6000000000000001,Fastgreedy,P*/P,0.023715415019762844
Dancer 01,betweenness asc,0.6000000000000001,Fastgreedy,Modularity,0.6981819213946654
Dancer 01,betweenness asc,0.6000000000000001,Fastgreedy,NMI,0.4872645729938802
Dancer 01,betweenness asc,0.6000000000000001,Infomap,P,386.0
Dancer 01,betweenness asc,0.6000000000000001,Infomap,P*/P,0.015544041450777202
Dancer 01,betweenness asc,0.6000000000000001,Infomap,Modularity,0.5840349534035204
Dancer 01,betweenness asc,0.6000000000000001,Infomap,NMI,0.39340943378900517
Dancer 01,betweenness asc,0.6000000000000001,Label Propagation,P,253.0
Dancer 01,betweenness asc,0.6000000000000001,Label Propagation,P*/P,0.023715415019762844
Dancer 01,betweenness asc,0.6000000000000001,Label Propagation,Modularity,0.6776496189915407
Dancer 01,betweenness asc,0.6000000000000001,Label Propagation,NMI,0.4854939977488088
Dancer 01,betweenness asc,0.6000000000000001,Louvain,P,244.0
Dancer 01,betweenness asc,0.6000000000000001,Louvain,P*/P,0.02459016393442623
Dancer 01,betweenness asc,0.6000000000000001,Louvain,Modularity,0.6955827776060617
Dancer 01,betweenness asc,0.6000000000000001,Louvain,NMI,0.47155972284508074
Dancer 01,betweenness desc,0.6000000000000001,Louvain-igraph,P,342.0
Dancer 01,betweenness desc,0.6000000000000001,Louvain-igraph,P*/P,0.017543859649122806
Dancer 01,betweenness desc,0.6000000000000001,Louvain-igraph,Modularity,0.7737355405865098
Dancer 01,betweenness desc,0.6000000000000001,Louvain-igraph,NMI,0.520622121665408
Dancer 01,betweenness desc,0.6000000000000001,Fastgreedy,P,346.0
Dancer 01,betweenness desc,0.6000000000000001,Fastgreedy,P*/P,0.017341040462427744
Dancer 01,betweenness desc,0.6000000000000001,Fastgreedy,Modularity,0.7769569096959018
Dancer 01,betweenness desc,0.6000000000000001,Fastgreedy,NMI,0.5284088119301648
Dancer 01,betweenness desc,0.6000000000000001,Infomap,P,456.0
Dancer 01,betweenness desc,0.6000000000000001,Infomap,P*/P,0.013157894736842105
Dancer 01,betweenness desc,0.6000000000000001,Infomap,Modularity,0.6949484110401816
Dancer 01,betweenness desc,0.6000000000000001,Infomap,NMI,0.43980400062307745
Dancer 01,betweenness desc,0.6000000000000001,Label Propagation,P,350.0
Dancer 01,betweenness desc,0.6000000000000001,Label Propagation,P*/P,0.017142857142857144
Dancer 01,betweenness desc,0.6000000000000001,Label Propagation,Modularity,0.7728860851186544
Dancer 01,betweenness desc,0.6000000000000001,Label Propagation,NMI,0.5334254614542285
Dancer 01,betweenness desc,0.6000000000000001,Louvain,P,346.0
Dancer 01,betweenness desc,0.6000000000000001,Louvain,P*/P,0.017341040462427744
Dancer 01,betweenness desc,0.6000000000000001,Louvain,Modularity,0.778724998748103
Dancer 01,betweenness desc,0.6000000000000001,Louvain,NMI,0.5276418015704213
Dancer 01,betweenness asc,0.7000000000000001,Louvain-igraph,P,371.0
Dancer 01,betweenness asc,0.7000000000000001,Louvain-igraph,P*/P,0.016172506738544475
Dancer 01,betweenness asc,0.7000000000000001,Louvain-igraph,Modularity,0.7223300484700068
Dancer 01,betweenness asc,0.7000000000000001,Louvain-igraph,NMI,0.4353008432815985
Dancer 01,betweenness asc,0.7000000000000001,Fastgreedy,P,376.0
Dancer 01,betweenness asc,0.7000000000000001,Fastgreedy,P*/P,0.015957446808510637
Dancer 01,betweenness asc,0.7000000000000001,Fastgreedy,Modularity,0.7302090390244659
Dancer 01,betweenness asc,0.7000000000000001,Fastgreedy,NMI,0.4515343927942339
Dancer 01,betweenness asc,0.7000000000000001,Infomap,P,502.0
Dancer 01,betweenness asc,0.7000000000000001,Infomap,P*/P,0.01195219123505976
Dancer 01,betweenness asc,0.7000000000000001,Infomap,Modularity,0.5878096095442713
Dancer 01,betweenness asc,0.7000000000000001,Infomap,NMI,0.37692879808118124
Dancer 01,betweenness asc,0.7000000000000001,Label Propagation,P,409.0
Dancer 01,betweenness asc,0.7000000000000001,Label Propagation,P*/P,0.014669926650366748
Dancer 01,betweenness asc,0.7000000000000001,Label Propagation,Modularity,0.6615096173530398
Dancer 01,betweenness asc,0.7000000000000001,Label Propagation,NMI,0.4032027746897738
Dancer 01,betweenness asc,0.7000000000000001,Louvain,P,375.0
Dancer 01,betweenness asc,0.7000000000000001,Louvain,P*/P,0.016
Dancer 01,betweenness asc,0.7000000000000001,Louvain,Modularity,0.72608650773231
Dancer 01,betweenness asc,0.7000000000000001,Louvain,NMI,0.4407767176814705
Dancer 01,betweenness desc,0.7000000000000001,Louvain-igraph,P,510.0
Dancer 01,betweenness desc,0.7000000000000001,Louvain-igraph,P*/P,0.011764705882352941
Dancer 01,betweenness desc,0.7000000000000001,Louvain-igraph,Modularity,0.7933510920477341
Dancer 01,betweenness desc,0.7000000000000001,Louvain-igraph,NMI,0.5017031289170562
Dancer 01,betweenness desc,0.7000000000000001,Fastgreedy,P,511.0
Dancer 01,betweenness desc,0.7000000000000001,Fastgreedy,P*/P,0.011741682974559686
Dancer 01,betweenness desc,0.7000000000000001,Fastgreedy,Modularity,0.7921428433014062
Dancer 01,betweenness desc,0.7000000000000001,Fastgreedy,NMI,0.5016594583516448
Dancer 01,betweenness desc,0.7000000000000001,Infomap,P,611.0
Dancer 01,betweenness desc,0.7000000000000001,Infomap,P*/P,0.009819967266775777
Dancer 01,betweenness desc,0.7000000000000001,Infomap,Modularity,0.7126695265564306
Dancer 01,betweenness desc,0.7000000000000001,Infomap,NMI,0.4364353960267537
Dancer 01,betweenness desc,0.7000000000000001,Label Propagation,P,526.0
Dancer 01,betweenness desc,0.7000000000000001,Label Propagation,P*/P,0.011406844106463879
Dancer 01,betweenness desc,0.7000000000000001,Label Propagation,Modularity,0.7728715875726568
Dancer 01,betweenness desc,0.7000000000000001,Label Propagation,NMI,0.4973752932300941
Dancer 01,betweenness desc,0.7000000000000001,Louvain,P,509.0
Dancer 01,betweenness desc,0.7000000000000001,Louvain,P*/P,0.011787819253438114
Dancer 01,betweenness desc,0.7000000000000001,Louvain,Modularity,0.7930147585737662
Dancer 01,betweenness desc,0.7000000000000001,Louvain,NMI,0.5003111579327392
Dancer 01,betweenness asc,0.8,Louvain-igraph,P,571.0
Dancer 01,betweenness asc,0.8,Louvain-igraph,P*/P,0.010507880910683012
Dancer 01,betweenness asc,0.8,Louvain-igraph,Modularity,0.7851472317529491
Dancer 01,betweenness asc,0.8,Louvain-igraph,NMI,0.39075532200398594
Dancer 01,betweenness asc,0.8,Fastgreedy,P,576.0
Dancer 01,betweenness asc,0.8,Fastgreedy,P*/P,0.010416666666666666
Dancer 01,betweenness asc,0.8,Fastgreedy,Modularity,0.7859521153610384
Dancer 01,betweenness asc,0.8,Fastgreedy,NMI,0.40694145373014334
Dancer 01,betweenness asc,0.8,Infomap,P,680.0
Dancer 01,betweenness asc,0.8,Infomap,P*/P,0.008823529411764706
Dancer 01,betweenness asc,0.8,Infomap,Modularity,0.6785721377743159
Dancer 01,betweenness asc,0.8,Infomap,NMI,0.36792093674743903
Dancer 01,betweenness asc,0.8,Label Propagation,P,636.0
Dancer 01,betweenness asc,0.8,Label Propagation,P*/P,0.009433962264150943
Dancer 01,betweenness asc,0.8,Label Propagation,Modularity,0.7138911816356159
Dancer 01,betweenness asc,0.8,Label Propagation,NMI,0.37880077567748927
Dancer 01,betweenness asc,0.8,Louvain,P,570.0
Dancer 01,betweenness asc,0.8,Louvain,P*/P,0.010526315789473684
Dancer 01,betweenness asc,0.8,Louvain,Modularity,0.7826058802909919
Dancer 01,betweenness asc,0.8,Louvain,NMI,0.387989551823629
Dancer 01,betweenness desc,0.8,Louvain-igraph,P,720.0
Dancer 01,betweenness desc,0.8,Louvain-igraph,P*/P,0.008333333333333333
Dancer 01,betweenness desc,0.8,Louvain-igraph,Modularity,0.82608729436508
Dancer 01,betweenness desc,0.8,Louvain-igraph,NMI,0.48221073668845355
Dancer 01,betweenness desc,0.8,Fastgreedy,P,726.0
Dancer 01,betweenness desc,0.8,Fastgreedy,P*/P,0.008264462809917356
Dancer 01,betweenness desc,0.8,Fastgreedy,Modularity,0.8258695074086408
Dancer 01,betweenness desc,0.8,Fastgreedy,NMI,0.4793599681672066
Dancer 01,betweenness desc,0.8,Infomap,P,811.0
Dancer 01,betweenness desc,0.8,Infomap,P*/P,0.007398273736128237
Dancer 01,betweenness desc,0.8,Infomap,Modularity,0.7382843999785865
Dancer 01,betweenness desc,0.8,Infomap,NMI,0.4250435789262366
Dancer 01,betweenness desc,0.8,Label Propagation,P,752.0
Dancer 01,betweenness desc,0.8,Label Propagation,P*/P,0.007978723404255319
Dancer 01,betweenness desc,0.8,Label Propagation,Modularity,0.7925789688165333
Dancer 01,betweenness desc,0.8,Label Propagation,NMI,0.4603143138177134
Dancer 01,betweenness desc,0.8,Louvain,P,721.0
Dancer 01,betweenness desc,0.8,Louvain,P*/P,0.008321775312066574
Dancer 01,betweenness desc,0.8,Louvain,Modularity,0.8250505939173323
Dancer 01,betweenness desc,0.8,Louvain,NMI,0.48614533617540356
Dancer 01,betweenness asc,0.9,Louvain-igraph,P,975.0
Dancer 01,betweenness asc,0.9,Louvain-igraph,P*/P,0.006153846153846154
Dancer 01,betweenness asc,0.9,Louvain-igraph,Modularity,0.8930154492757114
Dancer 01,betweenness asc,0.9,Louvain-igraph,NMI,0.3782311620026237
Dancer 01,betweenness asc,0.9,Fastgreedy,P,976.0
Dancer 01,betweenness asc,0.9,Fastgreedy,P*/P,0.006147540983606557
Dancer 01,betweenness asc,0.9,Fastgreedy,Modularity,0.8952386461551202
Dancer 01,betweenness asc,0.9,Fastgreedy,NMI,0.3783929297220965
Dancer 01,betweenness asc,0.9,Infomap,P,1030.0
Dancer 01,betweenness asc,0.9,Infomap,P*/P,0.005825242718446602
Dancer 01,betweenness asc,0.9,Infomap,Modularity,0.8224956442608703
Dancer 01,betweenness asc,0.9,Infomap,NMI,0.37445549214832
Dancer 01,betweenness asc,0.9,Label Propagation,P,1029.0
Dancer 01,betweenness asc,0.9,Label Propagation,P*/P,0.0058309037900874635
Dancer 01,betweenness asc,0.9,Label Propagation,Modularity,0.8159357025561141
Dancer 01,betweenness asc,0.9,Label Propagation,NMI,0.37450974456460717
Dancer 01,betweenness asc,0.9,Louvain,P,972.0
Dancer 01,betweenness asc,0.9,Louvain,P*/P,0.006172839506172839
Dancer 01,betweenness asc,0.9,Louvain,Modularity,0.8926735518138686
Dancer 01,betweenness asc,0.9,Louvain,NMI,0.3794034449509442
Dancer 01,betweenness desc,0.9,Louvain-igraph,P,1090.0
Dancer 01,betweenness desc,0.9,Louvain-igraph,P*/P,0.005504587155963303
Dancer 01,betweenness desc,0.9,Louvain-igraph,Modularity,0.8441957725587557
Dancer 01,betweenness desc,0.9,Louvain-igraph,NMI,0.4285073315336826
Dancer 01,betweenness desc,0.9,Fastgreedy,P,1091.0
Dancer 01,betweenness desc,0.9,Fastgreedy,P*/P,0.005499541704857928
Dancer 01,betweenness desc,0.9,Fastgreedy,Modularity,0.8436561616656956
Dancer 01,betweenness desc,0.9,Fastgreedy,NMI,0.4297444620411055
Dancer 01,betweenness desc,0.9,Infomap,P,1134.0
Dancer 01,betweenness desc,0.9,Infomap,P*/P,0.005291005291005291
Dancer 01,betweenness desc,0.9,Infomap,Modularity,0.7857520276418904
Dancer 01,betweenness desc,0.9,Infomap,NMI,0.4071047284927609
Dancer 01,betweenness desc,0.9,Label Propagation,P,1117.0
Dancer 01,betweenness desc,0.9,Label Propagation,P*/P,0.005371530886302597
Dancer 01,betweenness desc,0.9,Label Propagation,Modularity,0.7990471766694689
Dancer 01,betweenness desc,0.9,Label Propagation,NMI,0.4176308246955389
Dancer 01,betweenness desc,0.9,Louvain,P,1090.0
Dancer 01,betweenness desc,0.9,Louvain,P*/P,0.005504587155963303
Dancer 01,betweenness desc,0.9,Louvain,Modularity,0.8431044634886307
Dancer 01,betweenness desc,0.9,Louvain,NMI,0.428559312273785
Dancer 03,random asc,0.0,Louvain-igraph,P,10.0
Dancer 03,random asc,0.0,Louvain-igraph,P*/P,0.5
Dancer 03,random asc,0.0,Louvain-igraph,Modularity,0.6547905430055121
Dancer 03,random asc,0.0,Louvain-igraph,NMI,0.6819246757033124
Dancer 03,random asc,0.0,Fastgreedy,P,9.0
Dancer 03,random asc,0.0,Fastgreedy,P*/P,0.5555555555555556
Dancer 03,random asc,0.0,Fastgreedy,Modularity,0.6535952513889542
Dancer 03,random asc,0.0,Fastgreedy,NMI,0.6711603306217883
Dancer 03,random asc,0.0,Infomap,P,88.0
Dancer 03,random asc,0.0,Infomap,P*/P,0.056818181818181816
Dancer 03,random asc,0.0,Infomap,Modularity,0.6400435167597271
Dancer 03,random asc,0.0,Infomap,NMI,0.5301183083273726
Dancer 03,random asc,0.0,Label Propagation,P,5.0
Dancer 03,random asc,0.0,Label Propagation,P*/P,1.0
Dancer 03,random asc,0.0,Label Propagation,Modularity,0.6512978402383874
Dancer 03,random asc,0.0,Label Propagation,NMI,0.7481142419608452
Dancer 03,random asc,0.0,Louvain,P,9.0
Dancer 03,random asc,0.0,Louvain,P*/P,0.5555555555555556
Dancer 03,random asc,0.0,Louvain,Modularity,0.6548372345782025
Dancer 03,random asc,0.0,Louvain,NMI,0.6865096009359298
Dancer 03,random asc,0.1,Louvain-igraph,P,10.0
Dancer 03,random asc,0.1,Louvain-igraph,P*/P,0.5
Dancer 03,random asc,0.1,Louvain-igraph,Modularity,0.6570759759379932
Dancer 03,random asc,0.1,Louvain-igraph,NMI,0.6730189792458293
Dancer 03,random asc,0.1,Fastgreedy,P,10.0
Dancer 03,random asc,0.1,Fastgreedy,P*/P,0.5
Dancer 03,random asc,0.1,Fastgreedy,Modularity,0.6560794997587397
Dancer 03,random asc,0.1,Fastgreedy,NMI,0.6779876376484022
Dancer 03,random asc,0.1,Infomap,P,92.0
Dancer 03,random asc,0.1,Infomap,P*/P,0.05434782608695652
Dancer 03,random asc,0.1,Infomap,Modularity,0.6395767123127271
Dancer 03,random asc,0.1,Infomap,NMI,0.5190182171029678
Dancer 03,random asc,0.1,Label Propagation,P,6.0
Dancer 03,random asc,0.1,Label Propagation,P*/P,0.8333333333333334
Dancer 03,random asc,0.1,Label Propagation,Modularity,0.6542719415006985
Dancer 03,random asc,0.1,Label Propagation,NMI,0.723600475766918
Dancer 03,random asc,0.1,Louvain,P,11.0
Dancer 03,random asc,0.1,Louvain,P*/P,0.45454545454545453
Dancer 03,random asc,0.1,Louvain,Modularity,0.6570296316155178
Dancer 03,random asc,0.1,Louvain,NMI,0.6719285124731995
Dancer 03,random asc,0.2,Louvain-igraph,P,35.0
Dancer 03,random asc,0.2,Louvain-igraph,P*/P,0.14285714285714285
Dancer 03,random asc,0.2,Louvain-igraph,Modularity,0.6598465401788346
Dancer 03,random asc,0.2,Louvain-igraph,NMI,0.6435652969145047
Dancer 03,random asc,0.2,Fastgreedy,P,35.0
Dancer 03,random asc,0.2,Fastgreedy,P*/P,0.14285714285714285
Dancer 03,random asc,0.2,Fastgreedy,Modularity,0.6582022160064452
Dancer 03,random asc,0.2,Fastgreedy,NMI,0.6327145017626248
Dancer 03,random asc,0.2,Infomap,P,122.0
Dancer 03,random asc,0.2,Infomap,P*/P,0.040983606557377046
Dancer 03,random asc,0.2,Infomap,Modularity,0.6374200234882432
Dancer 03,random asc,0.2,Infomap,NMI,0.49844900530055253
Dancer 03,random asc,0.2,Label Propagation,P,29.0
Dancer 03,random asc,0.2,Label Propagation,P*/P,0.1724137931034483
Dancer 03,random asc,0.2,Label Propagation,Modularity,0.6568512585768959
Dancer 03,random asc,0.2,Label Propagation,NMI,0.6891670591030509
Dancer 03,random asc,0.2,Louvain,P,34.0
Dancer 03,random asc,0.2,Louvain,P*/P,0.14705882352941177
Dancer 03,random asc,0.2,Louvain,Modularity,0.6598576822461775
Dancer 03,random asc,0.2,Louvain,NMI,0.6464389490526619
Dancer 03,random asc,0.30000000000000004,Louvain-igraph,P,38.0
Dancer 03,random asc,0.30000000000000004,Louvain-igraph,P*/P,0.13157894736842105
Dancer 03,random asc,0.30000000000000004,Louvain-igraph,Modularity,0.6631258826598165
Dancer 03,random asc,0.30000000000000004,Louvain-igraph,NMI,0.5996447950078665
Dancer 03,random asc,0.30000000000000004,Fastgreedy,P,37.0
Dancer 03,random asc,0.30000000000000004,Fastgreedy,P*/P,0.13513513513513514
Dancer 03,random asc,0.30000000000000004,Fastgreedy,Modularity,0.6621044210539153
Dancer 03,random asc,0.30000000000000004,Fastgreedy,NMI,0.609767898474646
Dancer 03,random asc,0.30000000000000004,Infomap,P,127.0
Dancer 03,random asc,0.30000000000000004,Infomap,P*/P,0.03937007874015748
Dancer 03,random asc,0.30000000000000004,Infomap,Modularity,0.6358280777311
Dancer 03,random asc,0.30000000000000004,Infomap,NMI,0.46741685416927486
Dancer 03,random asc,0.30000000000000004,Label Propagation,P,35.0
Dancer 03,random asc,0.30000000000000004,Label Propagation,P*/P,0.14285714285714285
Dancer 03,random asc,0.30000000000000004,Label Propagation,Modularity,0.6588446193381478
Dancer 03,random asc,0.30000000000000004,Label Propagation,NMI,0.6416147387636326
Dancer 03,random asc,0.30000000000000004,Louvain,P,38.0
Dancer 03,random asc,0.30000000000000004,Louvain,P*/P,0.13157894736842105
Dancer 03,random asc,0.30000000000000004,Louvain,Modularity,0.6630420446643966
Dancer 03,random asc,0.30000000000000004,Louvain,NMI,0.6014683965073829
Dancer 03,random asc,0.4,Louvain-igraph,P,90.0
Dancer 03,random asc,0.4,Louvain-igraph,P*/P,0.05555555555555555
Dancer 03,random asc,0.4,Louvain-igraph,Modularity,0.665956227331135
Dancer 03,random asc,0.4,Louvain-igraph,NMI,0.5594426220670979
Dancer 03,random asc,0.4,Fastgreedy,P,90.0
Dancer 03,random asc,0.4,Fastgreedy,P*/P,0.05555555555555555
Dancer 03,random asc,0.4,Fastgreedy,Modularity,0.6635804353986895
Dancer 03,random asc,0.4,Fastgreedy,NMI,0.5646810723495566
Dancer 03,random asc,0.4,Infomap,P,189.0
Dancer 03,random asc,0.4,Infomap,P*/P,0.026455026455026454
Dancer 03,random asc,0.4,Infomap,Modularity,0.6335000922035386
Dancer 03,random asc,0.4,Infomap,NMI,0.4411748147885047
Dancer 03,random asc,0.4,Label Propagation,P,85.0
Dancer 03,random asc,0.4,Label Propagation,P*/P,0.058823529411764705
Dancer 03,random asc,0.4,Label Propagation,Modularity,0.6616963443479318
Dancer 03,random asc,0.4,Label Propagation,NMI,0.6044668060020708
Dancer 03,random asc,0.4,Louvain,P,90.0
Dancer 03,random asc,0.4,Louvain,P*/P,0.05555555555555555
Dancer 03,random asc,0.4,Louvain,Modularity,0.6659554816625615
Dancer 03,random asc,0.4,Louvain,NMI,0.562250707051481
Dancer 03,random asc,0.5,Louvain-igraph,P,147.0
Dancer 03,random asc,0.5,Louvain-igraph,P*/P,0.034013605442176874
Dancer 03,random asc,0.5,Louvain-igraph,Modularity,0.6707660789880809
Dancer 03,random asc,0.5,Louvain-igraph,NMI,0.5583140615499146
Dancer 03,random asc,0.5,Fastgreedy,P,145.0
Dancer 03,random asc,0.5,Fastgreedy,P*/P,0.034482758620689655
Dancer 03,random asc,0.5,Fastgreedy,Modularity,0.6697851882657176
Dancer 03,random asc,0.5,Fastgreedy,NMI,0.5553967749631248
Dancer 03,random asc,0.5,Infomap,P,250.0
Dancer 03,random asc,0.5,Infomap,P*/P,0.02
Dancer 03,random asc,0.5,Infomap,Modularity,0.6357183414867214
Dancer 03,random asc,0.5,Infomap,NMI,0.4515633894086792
Dancer 03,random asc,0.5,Label Propagation,P,139.0
Dancer 03,random asc,0.5,Label Propagation,P*/P,0.03597122302158273
Dancer 03,random asc,0.5,Label Propagation,Modularity,0.6657792267120528
Dancer 03,random asc,0.5,Label Propagation,NMI,0.5783986051398964
Dancer 03,random asc,0.5,Louvain,P,148.0
Dancer 03,random asc,0.5,Louvain,P*/P,0.033783783783783786
Dancer 03,random asc,0.5,Louvain,Modularity,0.6707017309259153
Dancer 03,random asc,0.5,Louvain,NMI,0.5578769935338759
Dancer 03,random asc,0.6000000000000001,Louvain-igraph,P,217.0
Dancer 03,random asc,0.6000000000000001,Louvain-igraph,P*/P,0.02304147465437788
Dancer 03,random asc,0.6000000000000001,Louvain-igraph,Modularity,0.6774163586171019
Dancer 03,random asc,0.6000000000000001,Louvain-igraph,NMI,0.5051702244967884
Dancer 03,random asc,0.6000000000000001,Fastgreedy,P,218.0
Dancer 03,random asc,0.6000000000000001,Fastgreedy,P*/P,0.022935779816513763
Dancer 03,random asc,0.6000000000000001,Fastgreedy,Modularity,0.6769996073659609
Dancer 03,random asc,0.6000000000000001,Fastgreedy,NMI,0.5262593330067802
Dancer 03,random asc,0.6000000000000001,Infomap,P,329.0
Dancer 03,random asc,0.6000000000000001,Infomap,P*/P,0.015197568389057751
Dancer 03,random asc,0.6000000000000001,Infomap,Modularity,0.6330281991469038
Dancer 03,random asc,0.6000000000000001,Infomap,NMI,0.41860938459928654
Dancer 03,random asc,0.6000000000000001,Label Propagation,P,211.0
Dancer 03,random asc,0.6000000000000001,Label Propagation,P*/P,0.023696682464454975
Dancer 03,random asc,0.6000000000000001,Label Propagation,Modularity,0.6725597855221365
Dancer 03,random asc,0.6000000000000001,Label Propagation,NMI,0.5547995227097335
Dancer 03,random asc,0.6000000000000001,Louvain,P,217.0
Dancer 03,random asc,0.6000000000000001,Louvain,P*/P,0.02304147465437788
Dancer 03,random asc,0.6000000000000001,Louvain,Modularity,0.6775039172235063
Dancer 03,random asc,0.6000000000000001,Louvain,NMI,0.506565919233617
Dancer 03,random asc,0.7000000000000001,Louvain-igraph,P,362.0
Dancer 03,random asc,0.7000000000000001,Louvain-igraph,P*/P,0.013812154696132596
Dancer 03,random asc,0.7000000000000001,Louvain-igraph,Modularity,0.6871059573861436
Dancer 03,random asc,0.7000000000000001,Louvain-igraph,NMI,0.45880857124728197
Dancer 03,random asc,0.7000000000000001,Fastgreedy,P,362.0
Dancer 03,random asc,0.7000000000000001,Fastgreedy,P*/P,0.013812154696132596
Dancer 03,random asc,0.7000000000000001,Fastgreedy,Modularity,0.6871536477544659
Dancer 03,random asc,0.7000000000000001,Fastgreedy,NMI,0.4630774615793979
Dancer 03,random asc,0.7000000000000001,Infomap,P,471.0
Dancer 03,random asc,0.7000000000000001,Infomap,P*/P,0.010615711252653927
Dancer 03,random asc,0.7000000000000001,Infomap,Modularity,0.6332258374636155
Dancer 03,random asc,0.7000000000000001,Infomap,NMI,0.39228590029561816
Dancer 03,random asc,0.7000000000000001,Label Propagation,P,356.0
Dancer 03,random asc,0.7000000000000001,Label Propagation,P*/P,0.014044943820224719
Dancer 03,random asc,0.7000000000000001,Label Propagation,Modularity,0.6820963721948705
Dancer 03,random asc,0.7000000000000001,Label Propagation,NMI,0.48075026440826624
Dancer 03,random asc,0.7000000000000001,Louvain,P,362.0
Dancer 03,random asc,0.7000000000000001,Louvain,P*/P,0.013812154696132596
Dancer 03,random asc,0.7000000000000001,Louvain,Modularity,0.6879526586477975
Dancer 03,random asc,0.7000000000000001,Louvain,NMI,0.4644411779973831
Dancer 03,random asc,0.8,Louvain-igraph,P,584.0
Dancer 03,random asc,0.8,Louvain-igraph,P*/P,0.008561643835616438
Dancer 03,random asc,0.8,Louvain-igraph,Modularity,0.7028040877701183
Dancer 03,random asc,0.8,Louvain-igraph,NMI,0.4126417663746498
Dancer 03,random asc,0.8,Fastgreedy,P,588.0
